id,study_name,age_L1PRE,age_L1POST,age_L2PRE,age_L2POST,dob,sex,L1PRE_cdi_version,L1PRE_cdi_age,L1PRE_cdi_und_words,L1PRE_cdi_und_per,L1PRE_cdi_vocab,L1PRE_cdi_vocabper,id_L1PRE_peek,L1PRE_peek_datatype,L1PRE_peek_order,L1PRE_acc_3001800,L1PRE_acc_3001800n,L1PRE_acc_3001800sd,L1PRE_goodacc_3001800,L1PRE_nogoodacc_reason,L1PRE_drt,L1PRE_drtn,L1PRE_drtsd,L1PRE_gooddrt,L1PRE_nogooddrt_reason,L1POST_cdi_version,L1POST_cdi_age,L1POST_cdi_und_words,L1POST_cdi_und_per,L1POST_cdi_vocab,L1POST_cdi_vocabper,L1POST_peek_datatype,L1POST_peek_order,L1POST_acc_3001800,L1POST_acc_3001800n,L1POST_acc_3001800sd,L1POST_goodacc_3001800,L1POST_nogoodacc_reason,L1POST_drt,L1POST_drtn,L1POST_drtsd,L1POST_gooddrt,L1POST_nogooddrt_reason,id_L2PRE_peek,L2PRE_SPAN_peek_datatype,L2PRE_SPAN_peek_order,L2PRE_SPAN_acc_3001800,L2PRE_SPAN_acc_3001800n,L2PRE_SPAN_acc_3001800sd,L2PRE_SPAN_goodacc_3001800,L2PRE_SPAN_nogoodacc_reason,L2PRE_SPAN_drt,L2PRE_SPAN_drtn,L2PRE_SPAN_drtsd,L2PRE_SPAN_gooddrt,L2PRE_SPAN_nogooddrt_reason,
105,habla,19.3,25.1,40, ,4/21/15,0,wg,20,209,36,43,49,105,tobii,HABLA48T_18-1,0.492329481,39,0.417298263,0.492329481, ,1138.888889,9,391.3669775,1138.888889, ,ws,25,-9,-9,124,26,tobii,HABLA48T_25-1,0.6,37,0.33905926,0.60283269, ,1010.823529,17,401.8082931,1010.823529, ,105,tobii,HABLA40TSPAN_36-1_CL,0.71337309,14,0.238337926,0.71337309, ,790,5,485.4523664,790, ,
111,habla,20.7,26.8,-9, ,4/21/15,1,wg,20,255,65,172,88,111,tobii,HABLA48T_18-1,0.743925659,22,0.21936404,0.743925659, ,770.8333333,12,242.7354839,770.8333333, ,ws,26,-9,-9,402,67,tobii,HABLA48T_25-1,0.7,22,0.276026529,0.696235353, ,674.875,8,299.6466669,674.875, ,111,none,none,-9,-9,-9,-9,no testing,-9,-9,-9,-9,no testing,
114,habla,18.5,25.2,39.2, ,5/23/15,0,wg,19,114,13,9,14,114,tobii,HABLA48T_18-1,0.599771464,30,0.344906709,0.599771464, ,884.7272727,11,369.2517003,884.7272727, ,ws,25,-9,-9,139,30,tobii,HABLA48T_25-1,0.66,29, ,0.657063306, ,889.5625,16,287.3740811,889.5625, ,114,tobii,HABLA40TSPAN_36-1_CL,0.67038876,24,0.31500643,0.67038876, ,844.9230769,13,445.2225027,844.9230769, ,
116,habla,20.7,25.3,40.7, ,3/23/15,1,wg,21,310,85,236,99,116,hand: not enough trials with Tobii,HABLA48T_18-1,0.788402585,26,0.183816631,0.788402585, ,642.8571429,14,288.6837122,642.8571429, ,ws,27,-9,-9,495,75,tobii,HABLA48T_25-1,0.78,32, ,0.779733585, ,686.3636364,11,89.25611769,686.3636364, ,116,tobii,HABLA40TSPAN_36-1_CL, , , , , , , , , , ,
120,habla,20.4,25.4,40.4, ,3/28/15,0,wg,21,259,68,107,85,120,tobii,HABLA48T_18-1,0.543280219,27,0.401630371,0.543280219, ,806.125,8,386.0360596,806.125, ,ws,25,-9,-9,198,46,hand: no Tobii,HABLA48T_25-1,0.67,32,0.343051653,0.670883505, ,824.1111111,9,271.1528372,824.1111111, ,120,tobii,HABLA40TSPAN_36-1_CL, , , , , , , , , , ,
140,habla,19.8,25.3,44.4, ,4/5/15,1,wg,21,388,95,166,87,140,tobii,HABLA48T_18-1,0.548811049,41,0.394276464,0.548811049, ,1115.25,12,393.0776294,1115.25, ,ws,24,-9,-9,280,59,hand: no Tobii,HABLA48T_25-1,0.68,34,0.290849926,0.679134701, ,743.5384615,13,228.1858217,743.5384615, ,140,tobii: check to see if Hand-coding will help,HABLA40TSPAN_36-1_CL,0.641263613,8,0.218243577,-9,low # trials: check if Hand-Coding will help,1025,4,145.2331459,-9,no good acc: check if Hand-Coding will help,
145,habla,19.5,25.2,41.5, ,4/17/15,1,wg,21,278,74,163,86,145,tobii,HABLA48T_18-1,0.710235244,16,0.247484079,0.710235244, ,605.5,6,187.0216565,605.5, ,ws,25,-9,-9,410,73,tobii,HABLA48T_25-1,0.77,38,0.20588087,0.773385365, ,547,16,139.9819036,547, ,145,tobii,HABLA40TSPAN_36-1_CL,0.863004187,10,0.176608678,0.863004187, ,677.6666667,3,335.1810456,677.6666667, ,
155,habla,18.7,25.5,40.1, ,5/12/15,0,wg,20,128,15,50,68,155,hand: no Tobii,HABLA48T_18-1,1,1, ,-9,low # trials: originally hand-coded,-9,-9,-9,-9,no good acc,ws,25,-9,-9,224,50,tobii,HABLA48T_25-1,0.71,27,0.263437967,0.706478103, ,885.3529412,17,357.2754437,885.3529412, ,155,tobii,HABLA40TSPAN_36-1_CL,0.581607696,20,0.287637133,0.581607696, ,958.2,10,423.4959793,958.2, ,
157,habla,19.3,25.3,42.6, ,4/23/15,1,wg,20,301,80,246,99,157,tobii,HABLA48T_18-1,0.546070542,13, ,0.546070542, ,975,2,106.0660172,975, ,ws,25,-9,-9,588,91,hand: no Tobii,HABLA48T_25-1,0.59,35,0.286947473,0.587747792, ,781.4444444,9,299.1960524,781.4444444, ,157,tobii,HABLA40TSPAN_36-1_CL,0.70549914,24,0.25320092,0.70549914, ,681.5555556,9,129.2634046,681.5555556, ,
163,habla,18.4,25.4,39, ,5/25/15,1,wg,19,210,46,8,15,163,hand: no Tobii,HABLA48T_18-1,0,1, ,-9,low # trials: originally hand-coded,-9,-9,-9,-9,no good acc,ws,25,-9,-9,187,34,tobii,HABLA48T_25-1,0.59,36, ,0.589529862, ,866.625,16,275.0206962,866.625, ,163,tobii,HABLA40TSPAN_36-1_CL,0.567960599,24,0.264216074,0.567960599, ,966.7,10,262.2717208,966.7, ,
173,habla,19,25.4,40, ,5/4/15,0,wg,20,195,32,37,44,173,hand: no Tobii,HABLA48T_18-1,0.439706717,33,0.307913869,0.439706717, ,747.7142857,7,393.9537681,747.7142857, ,ws,25,-9,-9,133,29,tobii,HABLA48T_18-1,-9,-9,-9,-9,wrong order (18),-9,-9,-9,-9,wrong order (18),173,tobii: check to see if Hand-coding will help,HABLA40TSPAN_36-1_CL,0.742940516,8,0.246253251,-9,low # trials: check if Hand-Coding will help,711,3,151.2051586,-9,no good acc: check if Hand-Coding will help,
180,habla,22.5,27.9,45.4, ,1/24/15,0,wg,22,373,92,104,84,180,tobii,HABLA48T_18-1,0.617340717,11,0.212323915,0.617340717, ,679.25,4,273.5231556,679.25, ,ws,27,-9,-9,590,94,tobii,HABLA48T_25-1,0.6,23,0.373857881,0.59749021, ,725,8,427.7906698,725, ,180,tobii,HABLA40TSPAN_36-1_CL,0.691525159,13,0.189266787,0.691525159, ,1000,5,637.8240353,1000, ,
182,habla,18.3,25.2,39.3, ,5/29/15,1,wg,19,319,87,7,14,182,tobii,HABLA48T_18-1,0.704639351,29,0.338032449,0.704639351, ,616.8,5,253.8428648,616.8, ,ws,25,-9,-9,41,0,tobii,HABLA48T_25-1,0.66,27,0.265246439,0.660315554, ,866.6666667,12,300.2996483,866.6666667, ,182,tobii,HABLA40TSPAN_36-1_CL,0.639502837,19,0.31635533,0.639502837, ,700.2,5,188.2596611,700.2, ,
187,habla,15.5,24.8,32.7, ,12/22/15,1,wg,15,398,99,79,88,187,tobii,HABLA48T_18-1,0.636148412,31,0.37470481,0.636148412, ,850.1666667,6,258.9852634,850.1666667, ,ws,25,-9,-9,510,83,tobii,HABLA47T_25-1_CLIPS,0.68,25,0.261942722,0.683263463, ,858.3333333,12,312.3777822,858.3333333, ,187,tobii,HABLA40TSPAN_36-1_CL,0.758626815,16,0.23102993,0.758626815, ,583.2857143,7,159.420528,583.2857143, ,
188,habla,18.4,25.3,-9, ,9/23/15,0,wg,18,311,80,29,34,188,tobii,HABLA48T_18-1,0.480342467,27,0.416316906,0.480342467, ,1025,6,568.2263633,1025, ,ws,-9,-9,-9,-9,-9,tobii,HABLA48T_25-1,0.54,26, ,0.540805159, ,733.3333333,6,280.0954599,733.3333333, ,188,none,none,-9,-9,-9,-9,no testing,-9,-9,-9,-9,no testing,
189,habla,18.3,26.6,-9, ,9/3/15,0,wg,19,78,8,11,15,189,hand: no Tobii,HABLA48T_18-1,0.519223355,17,0.427027261,0.519223355, ,962,7,558.845238,962, ,ws,-9,-9,-9,-9,-9,tobii,HABLA47T_25-1_CLIPS,0.58,3,0.373813457,-9,low # trials: hand-coding won't give us 10 trials,1083,1, ,-9,no good acc,189,none,none,-9,-9,-9,-9,no testing,-9,-9,-9,-9,no testing,
190,habla,17.5,25.6,36.2, ,9/28/15,0,wg,18,205,35,4,12,190,tobii,HABLA48T_18-1,0.618792538,19,0.219580061,0.618792538, ,795.2857143,7,123.1986394,795.2857143, ,ws,-9,-9,-9,-9,-9,tobii,HABLA47T_25-1_CLIPS,0.64,20,0.323157531,0.637688142, ,938.7777778,9,323.792672,938.7777778, ,190,tobii,HABLA40TSPAN_36-1_CL,0.560673833,18,0.326210695,0.560673833, ,1114.625,8,204.5321753,1114.625, ,
192,habla,18.1,25.5,36, ,9/18/15,1,wg,18,272,72,132,83,192,tobii,HABLA48T_18-1,0.540287653,26,0.304802562,0.540287653, ,1032,13,433.3258974,1032, ,ws,25,-9,-9,467,79,tobii,HABLA48T_25-1,0.67,28, ,0.665611693, ,627,13,177.3339599,627, ,192,tobii,HABLA40TSPAN_36-1_CL,0.716129883,11,0.244555153,0.716129883, ,866.5,4,358.0917015,866.5, ,
193,habla,18.7,26.4,-9, ,8/30/15,1,wg,19,30,0,4,11,193,hand: no Tobii,HABLA48T_18-1,0.606884676,31,0.36687739,0.606884676, ,1037.111111,9,434.2722201,1037.111111, ,ws,-9,-9,-9,-9,-9,tobii,HABLA47T_25-1_CLIPS,0.67,35,0.260382296,0.669295296, ,844.8125,16,311.0702426,844.8125, ,193,none,none,-9,-9,-9,-9,no testing,-9,-9,-9,-9,no testing,
196,habla,19,25.4,37, ,8/15/15,1,wg,19,217,48,41,25,196,tobii,HABLA48T_18-1,0.686353211,12,0.330352358,0.686353211, ,888.6666667,3,135.8172792,888.6666667, ,ws,25,-9,-9,153,25,tobii,HABLA48T_25-1,0.72,28,0.211792789,0.719196853, ,656.4615385,13,289.8087345,656.4615385, ,196,tobii,HABLA40TSPAN_36-1_CL,0.662818878,18,0.223368213,0.662818878, ,824.75,8,314.0544766,824.75, ,
197,habla,18.3,25.9,36.9, ,9/5/15,0,wg,19,341,85,16,20,197,tobii,HABLA48T_18-1,0.51167871,24,0.368138522,0.51167871, ,1065,10,486.171209,1065, ,ws,26,-9,-9,22,0,tobii,HABLA48T_25-1,0.63,18,0.415669046,0.628877124, ,1046.8,5,402.9040829,1046.8, ,197,tobii,HABLA40TSPAN_36-1_CL,0.628971806,27,0.347339728,0.628971806, ,1009.181818,11,388.290566,1009.181818, ,
202,habla,19.3,25.7,38.5, ,8/6/15,0,wg,20,92,10,0,5,202,tobii,HABLA48T_18-1,0.590294041,11, ,0.590294041, ,650,2,494.9747468,650, ,ws,26,-9,-9,0,0,hand: unable to get enough trials,HABLA48T_25-1,0.231111111,5,0.316461922,-9,low # trials: hand-coding didn't help,1300,2,519.0163774,-9,no good acc,202,tobii: check to see if Hand-coding will help,HABLA40TSPAN_36-1_CL,0.5,2,0.707106781,-9,low # trials: check if Hand-Coding will help,-9,-9,-9,-9,no good acc: check if Hand-Coding will help,
203,habla,20.5,27.8,-9, ,7/7/15,1,wg,21,158,32,10,16,203,tobii,HABLA48T_18-1,0.653685555,40,0.318314087,0.653685555, ,870.5384615,13,210.8461585,870.5384615, ,ws,28,-9,-9,233,22,hand: no Tobii,HABLA48T_25-1,0.76,38,0.206183816,0.75618559, ,756.8823529,17,214.3880484,756.8823529, ,203,none,none,-9,-9,-9,-9,no testing,-9,-9,-9,-9,no testing,
204,habla,20.2,26.7,38, ,8/3/15,0,missing,-9,-9,-9,-9,-9,204,hand: unable to get enough trials,HABLA48T_18-1,0.716358172,8,0.261259292,-9,low # trials: hand-coding didn't help,875,4,351.3203666,-9,no good acc,ws,27,-9,-9,320,47,hand: not enough trials with Tobii,HABLA48T_25-1,0.584382392,14,0.319159472,0.584382392, ,1113.2,5,544.170194,1113.2, ,204,hand, , , , , , , , , , , ,
211,habla,17.7,25.3,35.2, ,10/6/15,1,wg,18,97,10,4,11,211,tobii,HABLA48T_18-1,0.301997503,2,0.081392316,-9,low # trials: hand-coding won't give us 10 trials,-9,-9,-9,-9,no good acc,ws,27,-9,-9,236,28,tobii,HABLA47T_25-1_CLIPS,0.67,12,0.262153404,0.670749367, ,1050,3,92.67685795,1050, ,211,hand, , , , , , , , , , , ,
215,habla,17,-9,34.2, ,11/7/15,1,wg,17,367,94,69,78,215,tobii,HABLA48T_18-1,0.536246224,30, ,0.536246224, ,1022.727273,11,328.5045177,1022.727273, ,not applicable,-9,-9,-9,-9,-9,none,none,-9,-9,-9,-9,no testing,-9,-9,-9,-9,no testing,215,tobii: check to see if Hand-coding will help,HABLA40TSPAN_36-1_CL,0.691454064,8,0.233600316,-9,low # trials: check if Hand-Coding will help,833.3333333,3,258.8867191,833.3333333, ,
216,habla,17.2,25.3,35.7, ,10/23/15,0,wg,17,147,28,1,10,216,hand: no Tobii,HABLA48T_18-1,1,1, ,-9,low # trials: originally hand-coded,-9,-9,-9,-9,no good acc,ws,25,-9,-9,129,28,tobii,HABLA47T_25-1_CLIPS,0.6,16,0.44777934,0.595248923, ,1361.333333,3,178.3152639,1361.333333, ,216, , , , , , , , , , , , ,
210,habla,22.2,30.1,42.5, ,11/2/15,1,ws,22,-9,-9,147,46,210,hand: no Tobii,HABLA48T_18-1,0.753533912,35,0.216569612,0.753533912, ,664.7777778,18,241.8479239,664.7777778, ,ws,31,-9,-9,403,-9,hand: no Tobii,HABLA48T_25-1,0.57,24,0.351097692,0.573289442, ,992.5555556,9,542.3062122,992.5555556, ,210, , , , , , , , , , , , ,
217,habla,20.7,27.1,40.2, ,12/9/15,0,ws,21,-9,-9,31,15,217,tobii,HABLA48T_18-1,0.536935703,24, ,0.536935703, ,981.6,10,472.8105564,981.6, ,ws,29,-9,-9,394,50,hand: no Tobii,HABLA48T_25-1,0.5,2,0.10320902,-9,low # trials: originally hand-coded,933,1, ,-9,no good acc,217,tobii,HABLA40TSPAN_36-1_CL,0.553715377,20,0.31453442,0.553715377, ,800,6,445.1691813,800, ,
230,habla,15.5,-9,-9, ,5/17/16,1,wg,15,15,0,15,52,230,tobii,HABLA48T_18-1,0.497130854,36,0.417608408,0.497130854, ,986.3636364,11,413.8169336,986.3636364, ,not applicable,-9,-9,-9,-9,-9,none,none,-9,-9,-9,-9,no testing,-9,-9,-9,-9,no testing,230,none,none,-9,-9,-9,-9,no testing,-9,-9,-9,-9,no testing,
231,habla,15.4,22.1,35.3, ,5/15/16,0,wg,15,40,12,40,83,231,tobii,HABLA48T_18-1,0.486841933,30,0.439656327,0.486841933, ,1004.714286,7,394.649513,1004.714286, ,ws,22,-9,-9,528,97,tobii,HABLA47T_25-1_CLIPS,0.66,28,0.332348171,0.66488063, ,941.6428571,14,326.4286015,941.6428571, ,231,tobii,tobii,0.727412233,13,0.288831215,0.727412233, ,797.1666667,6,396.8870956,797.1666667, ,
232,habla,18,24.3,37.4, ,2/28/16,0,ws,18,-9,-9,31,27,232,tobii,HABLA48T_18-1,0.53801934,41,0.401665123,0.53801934, ,997.5384615,13,397.7448125,997.5384615, ,ws,24,-9,-9,218,54,tobii,HABLA47T_25-1_CLIPS,0.62,13,0.34346417,0.618389046, ,966.6666667,6,228.1522883,966.6666667, ,232,tobii,tobii,0.489987162,25,0.273470768,0.489987162, ,1068.090909,11,249.4884585,1068.090909, ,
260,habla,18.3,24.4,38, ,2/22/16,1,ws,18,-9,-9,189,80,260,tobii,HABLA48T_18-1,0.634238681,34, ,0.634238681, ,824.3846154,13,377.4112563,824.3846154, ,ws,24,-9,-9,607,94,hand: no Tobii,HABLA48T_25-1,0.67,34,0.314265921,0.668277642, ,804.7857143,14,288.1346316,804.7857143, ,260,tobii,tobii,0.612342094,20,0.330595248,0.612342094, ,661,6,158.7501181,661, ,
261,habla,14.3,20.8,33.8, ,6/22/16,1,wg,14,11,1,11,54,261,tobii,HABLA48T_18-1,0.682419035,12, ,0.682419035, ,-9,-9,-9,-9,not enough RT trials,ws,20,-9,-9,124,53,tobii,HABLA47T_25-1_CLIPS,0.75,18,0.218169562,0.749923959, ,839,6,247.0344106,839, ,261,tobii,tobii,0.697321057,12,0.24676573,0.697321057, ,669.8,5,438.1514578,669.8, ,
266,habla,19.1,-9,-9, ,2/8/16,0,ws,19,-9,-9,13,9,266,tobii,HABLA48T_18-1,0.566870429,24,0.453922434,0.566870429, ,575,2,200.8183259,575, ,not applicable,-9,-9,-9,-9,-9,none,none,-9,-9,-9,-9,no testing,-9,-9,-9,-9,no testing,266,none,none,-9,-9,-9,-9,no testing,-9,-9,-9,-9,no testing,
268,habla,15,-9,-9, ,7/2/16,1,wg,15,40,10,40,78,268,tobii,HABLA48T_18-1,0.400445964,16,0.317724338,0.400445964, ,748,8,518.9445332,748, ,not applicable,-9,-9,-9,-9,-9,none,none,-9,-9,-9,-9,no testing for this cohort,-9,-9,-9,-9,no testing for this cohort,268,none,none,-9,-9,-9,-9,no testing,-9,-9,-9,-9,no testing,
270,habla,17.6,-9,-9, ,4/14/16,0,ws,18,-9,-9,3,0,270,tobii,HABLA48T_18-1,0.612107721,13, ,0.612107721, ,522.3333333,3,217.3622169,522.3333333, ,not applicable,-9,-9,-9,-9,-9,none,none,-9,-9,-9,-9,no testing for this cohort,-9,-9,-9,-9,no testing for this cohort,270,none,none,-9,-9,-9,-9,no testing,-9,-9,-9,-9,no testing,
271,habla,20.9,-9,-9, ,1/4/16,0,ws,22,-9,-9,60,23,271,tobii,HABLA48T_18-1,0.642076503,6,0.500622205,-9,low # trials: Gilroy cohort- not hand-coding,450,1, ,-9,no good acc,not applicable,-9,-9,-9,-9,-9,none,none,-9,-9,-9,-9,no testing for this cohort,-9,-9,-9,-9,no testing for this cohort,271,none,none,-9,-9,-9,-9,no testing,-9,-9,-9,-9,no testing,
272,habla,17.1,-9,-9, ,4/29/16,0,ws,17,-9,-9,43,50,272,tobii,HABLA48T_18-1,0.534439326,32,0.400743706,0.534439326, ,824.8,10,443.2184814,824.8, ,not applicable,-9,-9,-9,-9,-9,none,none,-9,-9,-9,-9,no testing for this cohort,-9,-9,-9,-9,no testing for this cohort,272,none,none,-9,-9,-9,-9,no testing,-9,-9,-9,-9,no testing,
277,habla,16.4,-9,-9, ,5/31/16,0,ws,16,-9,-9,11,15,277,tobii,HABLA48T_18-1,0.545862883,15,0.379266812,0.545862883, ,1071,4,439.8454274,1071, ,not applicable,-9,-9,-9,-9,-9,none,none,-9,-9,-9,-9,no testing for this cohort,-9,-9,-9,-9,no testing for this cohort,277,none,none,-9,-9,-9,-9,no testing,-9,-9,-9,-9,no testing,
279,habla,20,-9,-9, ,2/10/16,0,ws,20,-9,-9,14,8,279,tobii,HABLA48T_18-1,0.516016043,16,0.401493777,0.516016043, ,991.5,4,508.7858096,991.5, ,not applicable,-9,-9,-9,-9,-9,none,none,-9,-9,-9,-9,no testing for this cohort,-9,-9,-9,-9,no testing for this cohort,279,none,none,-9,-9,-9,-9,no testing,-9,-9,-9,-9,no testing,
281,habla,20.7,-9,-9, ,1/19/16,0,ws,21,-9,-9,20,9,281,tobii,HABLA48T_18-1,0.604481575,15,0.433782138,0.604481575, ,1211,3,766.9178574,1211, ,not applicable,-9,-9,-9,-9,-9,none,none,-9,-9,-9,-9,no testing for this cohort,-9,-9,-9,-9,no testing for this cohort,281,none,none,-9,-9,-9,-9,no testing,-9,-9,-9,-9,no testing,
282,habla,16.7,-9,-9, ,5/29/16,0,ws,16,-9,-9,3,0,282,tobii,HABLA48T_18-1,0.471995024,38,0.336891056,0.471995024, ,866.6153846,13,317.3910675,866.6153846, ,not applicable,-9,-9,-9,-9,-9,none,none,-9,-9,-9,-9,no testing for this cohort,-9,-9,-9,-9,no testing for this cohort,282,none,none,-9,-9,-9,-9,no testing,-9,-9,-9,-9,no testing,
283,habla,17.5,-9,-9, ,5/5/16,0,ws,17,-9,-9,5,0,283,tobii,HABLA48T_18-1,0.468191749,24,0.435049992,0.468191749, ,1148,8,475.154411,1148, ,not applicable,-9,-9,-9,-9,-9,none,none,-9,-9,-9,-9,no testing for this cohort,-9,-9,-9,-9,no testing for this cohort,283,none,none,-9,-9,-9,-9,no testing,-9,-9,-9,-9,no testing,
300,habla,14.1,21.2,-9, ,11/15/16,0,wg,14,95,38,15,70,300,hand: no Tobii,HABLA48T_18-1,0.481912219,16,0.412612261,0.481912219, ,933.5,2,235.4665581,933.5, ,ws,21,-9,-9,239,78,hand: no Tobii,HABLA48T_18-1_CLIPS,0.563907534,28,0.353480578,0.563907534, ,959.0769231,13,369.4925488,959.0769231, ,300,none,none,-9,-9,-9,-9,no testing,-9,-9,-9,-9,no testing,
302,habla,16.5,-9,-9, ,9/1/16,1,ws,17,-9,-9,27,27,302,hand: no Tobii,HABLA48T_18-1,0.490218855,15,0.450247644,0.490218855, ,1161,6,495.0212117,1161, ,not applicable,-9,-9,-9,-9,-9,none,none,-9,-9,-9,-9,no testing,-9,-9,-9,-9,no testing,302,none,none,-9,-9,-9,-9,no testing,-9,-9,-9,-9,no testing,
304,habla,21.7,28.8,36.4, ,4/3/16,1,ws,21,-9,-9,183,61,304,hand: no Tobii,HABLA48T_18-1,0.641179074,27,0.237472132,0.641179074, ,806.6666667,15,286.0126537,806.6666667, ,ws,28,-9,-9,435,64,tobii,HABLA47T_25-1_CLIPS,0.710711718,33,0.289481827,0.710711718, ,782,12,321.8901563,782, ,304,tobii,HABLA40TSPAN_36-1_CL,0.73458509,31,0.267618703,0.73458509, ,905,10,381.0893742,905, ,
308,habla,18,26.6,32.8, ,7/22/16,1,ws,18,-9,-9,14,9,308,hand: no Tobii,HABLA48T_18-1,0.642820025,20,0.355918793,0.642820025, ,1019,7,451.9067013,1019, ,ws,27,-9,-9,94,9,tobii,HABLA47T_25-1_CLIPS,0.648805761,17,0.254471707,0.648805761, ,842.5555556,9,315.3462823,842.5555556, ,308,tobii,HABLA40TSPAN_36-1_CL,0.63696751,11,0.260118747,0.63696751, ,1091.75,4,409.2337352,1091.75, ,
309,habla,18.8,25.5,33.7, ,6/30/16,1,ws,19,-9,-9,12,5,309,hand: no Tobii,HABLA48T_18-1,0.429158551,29,0.420926636,0.429158551, ,1316.75,8,385.0212425,1316.75, ,ws,25,-9,-9,293,55,tobii,HABLA47T_25-1_CLIPS,0.493572832,20,0.342862225,0.493572832, ,1060.25,8,316.9081661,1060.25, ,309,tobii: check to see if Hand-coding will help,HABLA40TSPAN_36-1_CL,0.532781771,5,0.162012461,-9,low # trials: check if Hand-Coding will help,1141.5,2,624.3752878,-9,no good acc: check if Hand-Coding will help,
310,habla,17.3,25.8,31.6, ,8/21/16,1,ws,17,-9,-9,230,90,310,hand: no Tobii,HABLA48T_18-1,0.560909527,26,0.305796998,0.560909527, ,1066.636364,11,473.6220588,1066.636364, ,ws,26,-9,-9,115,15,hand: not enough trials with Tobii,HABLA47T_25-1_CLIPS,0.725982471,20,0.177102423,0.725982471, ,561.8571429,7,202.1801413,561.8571429, ,310,tobii,HABLA40TSPAN_36-1_CL,0.730204467,21,0.213015978,0.730204467, ,779.9,10,432.1400107,779.9, ,
