Subject,AWC,hour
11003.0,3036.0,16
11003.0,2824.0,9
11003.0,2790.0,10
11003.0,2690.0,19
11003.0,2508.0,11
11003.0,2108.0,8
11003.0,1930.0,17
11003.0,1664.0,12
11003.0,1294.0,18
11003.0,1215.0,14
11003.0,961.0,13
11003.0,803.0,15
11003.0,-1,0
11003.0,-1,1
11003.0,-1,2
11003.0,-1,3
11003.0,-1,4
11003.0,-1,5
11003.0,-1,6
11003.0,-1,7
11003.0,-1,20
11003.0,-1,21
11003.0,-1,22
11003.0,-1,23
11009.0,3548.0,18
11009.0,3402.0,11
11009.0,3317.0,8
11009.0,3277.0,10
11009.0,3146.0,12
11009.0,2198.0,9
11009.0,2169.0,19
11009.0,1938.0,17
11009.0,1509.0,7
11009.0,1239.0,16
11009.0,1032.0,13
11009.0,815.0,15
11009.0,641.0,14
11009.0,-1,0
11009.0,-1,1
11009.0,-1,2
11009.0,-1,3
11009.0,-1,4
11009.0,-1,5
11009.0,-1,6
11009.0,-1,20
11009.0,-1,21
11009.0,-1,22
11009.0,-1,23
11011.0,2395.0,17
11011.0,2036.0,19
11011.0,1879.0,9
11011.0,1685.0,16
11011.0,1287.0,14
11011.0,1174.0,18
11011.0,824.0,15
11011.0,588.0,10
11011.0,569.0,8
11011.0,292.0,13
11011.0,58.0,11
11011.0,-1,0
11011.0,-1,1
11011.0,-1,2
11011.0,-1,3
11011.0,-1,4
11011.0,-1,5
11011.0,-1,6
11011.0,-1,7
11011.0,-1,12
11011.0,-1,20
11011.0,-1,21
11011.0,-1,22
11011.0,-1,23
11014.0,2414.0,9
11014.0,2358.0,17
11014.0,1831.0,19
11014.0,1673.0,10
11014.0,1636.0,18
11014.0,1541.0,15
11014.0,1190.0,14
11014.0,500.0,12
11014.0,484.0,13
11014.0,401.0,16
11014.0,24.0,8
11014.0,-1,0
11014.0,-1,1
11014.0,-1,2
11014.0,-1,3
11014.0,-1,4
11014.0,-1,5
11014.0,-1,6
11014.0,-1,7
11014.0,-1,11
11014.0,-1,20
11014.0,-1,21
11014.0,-1,22
11014.0,-1,23
11035.0,3642.0,12
11035.0,3366.0,16
11035.0,3249.0,8
11035.0,2631.0,18
11035.0,2630.0,9
11035.0,2416.0,7
11035.0,2255.0,11
11035.0,2007.0,15
11035.0,1935.0,10
11035.0,1551.0,13
11035.0,1527.0,17
11035.0,1094.0,6
11035.0,221.0,5
11035.0,-1,0
11035.0,-1,1
11035.0,-1,2
11035.0,-1,3
11035.0,-1,4
11035.0,-1,14
11035.0,-1,19
11035.0,-1,20
11035.0,-1,21
11035.0,-1,22
11035.0,-1,23
11036.0,3638.0,9
11036.0,3517.0,10
11036.0,2117.0,11
11036.0,1929.0,17
11036.0,1563.0,18
11036.0,1462.0,15
11036.0,1312.0,16
11036.0,1267.0,8
11036.0,1184.0,14
11036.0,168.0,19
11036.0,97.0,13
11036.0,-1,0
11036.0,-1,1
11036.0,-1,2
11036.0,-1,3
11036.0,-1,4
11036.0,-1,5
11036.0,-1,6
11036.0,-1,7
11036.0,-1,12
11036.0,-1,20
11036.0,-1,21
11036.0,-1,22
11036.0,-1,23
11037.0,4377.0,18
11037.0,3016.0,17
11037.0,2791.0,6
11037.0,2777.0,10
11037.0,2691.0,9
11037.0,2540.0,7
11037.0,2321.0,12
11037.0,1607.0,8
11037.0,1484.0,14
11037.0,1308.0,11
11037.0,1079.0,16
11037.0,460.0,15
11037.0,-1,0
11037.0,-1,1
11037.0,-1,2
11037.0,-1,3
11037.0,-1,4
11037.0,-1,5
11037.0,-1,13
11037.0,-1,19
11037.0,-1,20
11037.0,-1,21
11037.0,-1,22
11037.0,-1,23
11070.0,4674.0,12
11070.0,3579.0,17
11070.0,2762.0,8
11070.0,2567.0,13
11070.0,2341.0,19
11070.0,1616.0,9
11070.0,1557.0,18
11070.0,1466.0,20
11070.0,1404.0,11
11070.0,1311.0,16
11070.0,1080.0,10
11070.0,931.0,7
11070.0,45.0,21
11070.0,-1,0
11070.0,-1,1
11070.0,-1,2
11070.0,-1,3
11070.0,-1,4
11070.0,-1,5
11070.0,-1,6
11070.0,-1,14
11070.0,-1,15
11070.0,-1,22
11070.0,-1,23
11136.0,3502.0,18
11136.0,2986.0,10
11136.0,2838.0,9
11136.0,2271.0,8
11136.0,1986.0,17
11136.0,1502.0,14
11136.0,865.0,7
11136.0,504.0,15
11136.0,446.0,16
11136.0,431.0,19
11136.0,361.0,13
11136.0,271.0,11
11136.0,-1,0
11136.0,-1,1
11136.0,-1,2
11136.0,-1,3
11136.0,-1,4
11136.0,-1,5
11136.0,-1,6
11136.0,-1,12
11136.0,-1,20
11136.0,-1,21
11136.0,-1,22
11136.0,-1,23
11141.0,1578.0,13
11141.0,1481.0,19
11141.0,1358.0,16
11141.0,1246.0,10
11141.0,1226.0,18
11141.0,1138.0,17
11141.0,953.0,12
11141.0,866.0,14
11141.0,692.0,15
11141.0,590.0,9
11141.0,555.0,8
11141.0,-1,0
11141.0,-1,1
11141.0,-1,2
11141.0,-1,3
11141.0,-1,4
11141.0,-1,5
11141.0,-1,6
11141.0,-1,7
11141.0,-1,11
11141.0,-1,20
11141.0,-1,21
11141.0,-1,22
11141.0,-1,23
11200.0,515.0,7
11200.0,482.0,17
11200.0,470.0,6
11200.0,362.0,11
11200.0,292.0,10
11200.0,254.0,8
11200.0,215.0,12
11200.0,83.0,13
11200.0,47.0,16
11200.0,18.0,18
11200.0,-1,0
11200.0,-1,1
11200.0,-1,2
11200.0,-1,3
11200.0,-1,4
11200.0,-1,5
11200.0,-1,9
11200.0,-1,14
11200.0,-1,15
11200.0,-1,19
11200.0,-1,20
11200.0,-1,21
11200.0,-1,22
11200.0,-1,23
11327.0,2414.0,19
11327.0,2028.0,10
11327.0,1736.0,9
11327.0,1707.0,16
11327.0,1471.0,11
11327.0,1194.0,21
11327.0,1142.0,12
11327.0,962.0,15
11327.0,795.0,13
11327.0,758.0,20
11327.0,545.0,17
11327.0,160.0,18
11327.0,-1,0
11327.0,-1,1
11327.0,-1,2
11327.0,-1,3
11327.0,-1,4
11327.0,-1,5
11327.0,-1,6
11327.0,-1,7
11327.0,-1,8
11327.0,-1,14
11327.0,-1,22
11327.0,-1,23
11417.0,5824.0,19
11417.0,3175.0,20
11417.0,2167.0,8
11417.0,2141.0,12
11417.0,2128.0,7
11417.0,1659.0,18
11417.0,1543.0,9
11417.0,1367.0,16
11417.0,1157.0,14
11417.0,1037.0,17
11417.0,656.0,13
11417.0,652.0,10
11417.0,222.0,15
11417.0,202.0,21
11417.0,-1,0
11417.0,-1,1
11417.0,-1,2
11417.0,-1,3
11417.0,-1,4
11417.0,-1,5
11417.0,-1,6
11417.0,-1,11
11417.0,-1,22
11417.0,-1,23
11611.0,2696.0,18
11611.0,2186.0,14
11611.0,1794.0,17
11611.0,1719.0,7
11611.0,1576.0,15
11611.0,1154.0,13
11611.0,611.0,9
11611.0,525.0,8
11611.0,439.0,10
11611.0,362.0,16
11611.0,156.0,6
11611.0,-1,0
11611.0,-1,1
11611.0,-1,2
11611.0,-1,3
11611.0,-1,4
11611.0,-1,5
11611.0,-1,11
11611.0,-1,12
11611.0,-1,19
11611.0,-1,20
11611.0,-1,21
11611.0,-1,22
11611.0,-1,23
11655.0,2523.0,8
11655.0,2424.0,11
11655.0,2102.0,7
11655.0,2085.0,18
11655.0,2046.0,14
11655.0,1537.0,17
11655.0,1227.0,16
11655.0,925.0,19
11655.0,482.0,12
11655.0,261.0,10
11655.0,126.0,13
11655.0,0.0,15
11655.0,-1,0
11655.0,-1,1
11655.0,-1,2
11655.0,-1,3
11655.0,-1,4
11655.0,-1,5
11655.0,-1,6
11655.0,-1,9
11655.0,-1,20
11655.0,-1,21
11655.0,-1,22
11655.0,-1,23
11743.0,2286.0,16
11743.0,1629.0,13
11743.0,1588.0,14
11743.0,1458.0,7
11743.0,1440.0,8
11743.0,1428.0,17
11743.0,1359.0,15
11743.0,1341.0,9
11743.0,696.0,10
11743.0,416.0,11
11743.0,-1,0
11743.0,-1,1
11743.0,-1,2
11743.0,-1,3
11743.0,-1,4
11743.0,-1,5
11743.0,-1,6
11743.0,-1,12
11743.0,-1,18
11743.0,-1,19
11743.0,-1,20
11743.0,-1,21
11743.0,-1,22
11743.0,-1,23
12095.0,1957.0,20
12095.0,1524.0,14
12095.0,1119.0,18
12095.0,864.0,10
12095.0,785.0,16
12095.0,709.0,13
12095.0,323.0,15
12095.0,260.0,11
12095.0,90.0,12
12095.0,20.0,17
12095.0,-1,0
12095.0,-1,1
12095.0,-1,2
12095.0,-1,3
12095.0,-1,4
12095.0,-1,5
12095.0,-1,6
12095.0,-1,7
12095.0,-1,8
12095.0,-1,9
12095.0,-1,19
12095.0,-1,21
12095.0,-1,22
12095.0,-1,23
12297.0,1740.0,19
12297.0,1455.0,18
12297.0,1419.0,14
12297.0,1409.0,13
12297.0,1124.0,17
12297.0,981.0,7
12297.0,911.0,8
12297.0,805.0,16
12297.0,726.0,11
12297.0,725.0,9
12297.0,630.0,10
12297.0,630.0,20
12297.0,229.0,12
12297.0,-1,0
12297.0,-1,1
12297.0,-1,2
12297.0,-1,3
12297.0,-1,4
12297.0,-1,5
12297.0,-1,6
12297.0,-1,15
12297.0,-1,21
12297.0,-1,22
12297.0,-1,23
12316.0,2868.0,16
12316.0,2522.0,17
12316.0,2466.0,10
12316.0,2432.0,11
12316.0,2099.0,18
12316.0,2078.0,8
12316.0,1915.0,12
12316.0,1247.0,9
12316.0,1040.0,15
12316.0,828.0,14
12316.0,608.0,19
12316.0,259.0,7
12316.0,-1,0
12316.0,-1,1
12316.0,-1,2
12316.0,-1,3
12316.0,-1,4
12316.0,-1,5
12316.0,-1,6
12316.0,-1,13
12316.0,-1,20
12316.0,-1,21
12316.0,-1,22
12316.0,-1,23
12390.0,4594.0,22
12390.0,3446.0,17
12390.0,2576.0,15
12390.0,2259.0,20
12390.0,2056.0,16
12390.0,1682.0,18
12390.0,1645.0,19
12390.0,1351.0,10
12390.0,1349.0,8
12390.0,1066.0,9
12390.0,571.0,14
12390.0,394.0,11
12390.0,346.0,21
12390.0,208.0,7
12390.0,-1,0
12390.0,-1,1
12390.0,-1,2
12390.0,-1,3
12390.0,-1,4
12390.0,-1,5
12390.0,-1,6
12390.0,-1,12
12390.0,-1,13
12390.0,-1,23
12398.0,3739.0,12
12398.0,2834.0,18
12398.0,2259.0,11
12398.0,2187.0,17
12398.0,1786.0,19
12398.0,1151.0,8
12398.0,1085.0,7
12398.0,785.0,15
12398.0,779.0,10
12398.0,631.0,6
12398.0,571.0,16
12398.0,320.0,9
12398.0,278.0,14
12398.0,-1,0
12398.0,-1,1
12398.0,-1,2
12398.0,-1,3
12398.0,-1,4
12398.0,-1,5
12398.0,-1,13
12398.0,-1,20
12398.0,-1,21
12398.0,-1,22
12398.0,-1,23
12409.0,1948.0,16
12409.0,1884.0,11
12409.0,1720.0,19
12409.0,1561.0,20
12409.0,1167.0,9
12409.0,1158.0,8
12409.0,1064.0,15
12409.0,968.0,14
12409.0,755.0,10
12409.0,709.0,12
12409.0,563.0,17
12409.0,427.0,18
12409.0,-1,0
12409.0,-1,1
12409.0,-1,2
12409.0,-1,3
12409.0,-1,4
12409.0,-1,5
12409.0,-1,6
12409.0,-1,7
12409.0,-1,13
12409.0,-1,21
12409.0,-1,22
12409.0,-1,23
12417.0,1555.0,9
12417.0,1477.0,11
12417.0,1296.0,18
12417.0,1278.0,10
12417.0,1272.0,16
12417.0,1218.0,8
12417.0,1127.0,15
12417.0,980.0,17
12417.0,942.0,7
12417.0,547.0,12
12417.0,506.0,19
12417.0,-1,0
12417.0,-1,1
12417.0,-1,2
12417.0,-1,3
12417.0,-1,4
12417.0,-1,5
12417.0,-1,6
12417.0,-1,13
12417.0,-1,14
12417.0,-1,20
12417.0,-1,21
12417.0,-1,22
12417.0,-1,23
12520.0,3095.0,19
12520.0,2991.0,20
12520.0,2493.0,18
12520.0,2445.0,9
12520.0,2424.0,10
12520.0,2130.0,17
12520.0,2048.0,13
12520.0,1660.0,11
12520.0,1180.0,12
12520.0,535.0,14
12520.0,154.0,8
12520.0,-1,0
12520.0,-1,1
12520.0,-1,2
12520.0,-1,3
12520.0,-1,4
12520.0,-1,5
12520.0,-1,6
12520.0,-1,7
12520.0,-1,15
12520.0,-1,16
12520.0,-1,21
12520.0,-1,22
12520.0,-1,23
12547.0,4081.0,15
12547.0,3769.0,16
12547.0,2582.0,17
12547.0,2406.0,11
12547.0,2018.0,18
12547.0,1876.0,9
12547.0,1477.0,14
12547.0,1471.0,8
12547.0,1440.0,7
12547.0,1053.0,10
12547.0,639.0,19
12547.0,513.0,13
12547.0,-1,0
12547.0,-1,1
12547.0,-1,2
12547.0,-1,3
12547.0,-1,4
12547.0,-1,5
12547.0,-1,6
12547.0,-1,12
12547.0,-1,20
12547.0,-1,21
12547.0,-1,22
12547.0,-1,23
12608.0,3244.0,12
12608.0,2193.0,21
12608.0,2056.0,19
12608.0,1455.0,17
12608.0,1437.0,9
12608.0,1418.0,13
12608.0,1300.0,10
12608.0,1294.0,20
12608.0,1173.0,18
12608.0,854.0,11
12608.0,666.0,8
12608.0,654.0,16
12608.0,461.0,7
12608.0,191.0,15
12608.0,-1,0
12608.0,-1,1
12608.0,-1,2
12608.0,-1,3
12608.0,-1,4
12608.0,-1,5
12608.0,-1,6
12608.0,-1,14
12608.0,-1,22
12608.0,-1,23
12612.0,2322.0,17
12612.0,1974.0,16
12612.0,1460.0,13
12612.0,956.0,12
12612.0,732.0,8
12612.0,527.0,10
12612.0,498.0,19
12612.0,488.0,14
12612.0,477.0,18
12612.0,437.0,11
12612.0,354.0,9
12612.0,178.0,20
12612.0,-1,0
12612.0,-1,1
12612.0,-1,2
12612.0,-1,3
12612.0,-1,4
12612.0,-1,5
12612.0,-1,6
12612.0,-1,7
12612.0,-1,15
12612.0,-1,21
12612.0,-1,22
12612.0,-1,23
12683.0,3137.0,18
12683.0,3012.0,19
12683.0,2797.0,9
12683.0,2427.0,16
12683.0,2021.0,7
12683.0,1874.0,11
12683.0,1514.0,10
12683.0,1378.0,20
12683.0,1247.0,12
12683.0,1166.0,13
12683.0,1123.0,17
12683.0,643.0,8
12683.0,572.0,15
12683.0,111.0,6
12683.0,94.0,14
12683.0,-1,0
12683.0,-1,1
12683.0,-1,2
12683.0,-1,3
12683.0,-1,4
12683.0,-1,5
12683.0,-1,21
